Mens Blue Edifice Watch with Gold Metal Band	026W022648110001P	AQ47-1EKM	Casio	Wonderful dress watch for any formal occasion.	100 meter water resistant Mineral crystal Date display 3-hand analog Approx. battery life: 10 years	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_222623601	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_222623601	29.99	29.99	1	Black
Ladies Rose Gold IP Watch with Glitz	04416429000P	ZR34237	Relic	Ladies Rose Gold IP Watch with Glitz with a jewelery inspired bracelet		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_846930712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_846930712	88	110	1	Rose gold
Mens Watch w/Round Goldtone Case, Black Diamond Accent Dial and Two Tone Band	026W012098750001P	GEM402M	Embassy	Choose a rich timely look for your wrist with this classy analog quartz watch. Round goldtone case and black dial with 3-hand movement, diamond accent at 12, Arabic numerals at 3, 6 and 9 and slash markers. Complementary two-tone link expansion band.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_239491601	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_239491601	14.99	14.99	0	Two-tone gold
Charm Colorado University	00662910000P	COL-CHM-COL	COLLEGE	Officially Licensed team logo, stainless steel case back and Japan Quartz movement. Alloy silver tone bracelet with adjustable links. Bracelet length is 8.0 inches and comes with 4 removable legaue charms. Water resistant to 3ATM (99 ft.) and comes with a Limited lifetime warranty.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019266712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019266712	59.95	59.95	1	Silver
Pittsburgh Steelers Victory Sports Watch	04435552000P	NFL-VIC-PIT	NFL	Officially licensed team logo and colors, Adjustable Alloy/Rubber Inlay sport buckle, Stainless steel case back, Japan quartz movement, Water resistant to 3 ATM, Limited lifetime warranty		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_39704701	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_39704701	69.95	69.95	1	
Ladies Black Bracelet with Crystal Accents with Black Dial Watch	04415686000P	75/3531BKTI	Armitron	Ladies bangle, organic shaped black case, total 30 genuine crystals in bezel, mineral crystal, black metalized frame, bangle bracelet with total 60 genuine crystals plus adjustable links, clasp & extender, mop dial, gold roman 12 & 6 and 10 genuine crystal markers, sweep second hand		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_738271312	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_738271312	67.49	89.99	1	Black
Women's Fairlawn Diamond Bezel Watch	04419899000P	96R167	Bulova	Precisionist quartz movement Flat mineral crystal White mother of pearl dial Stainless steel case and bracelet Water-resistant to 30 M (99 feet)		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_848159112	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_848159112	412.5	550	1	Silver
TORONTO BLUE JAYS ROOKIE BLACK Sports watch	00605228000P	MLB-ROB-TOR	MLB	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Young men/boys. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756311912	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756311912	24.95	24.95	1	
Ladies Betty Boop Alternating Stone Case Watch.	04416595000P	BBAQ072		Ladies Betty Boop Alternating Stone Case Watch.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_934234812	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_934234812	24.99	34.99	1	Multicolor
MIAMI MARLINS BEAST Sports Watch	00652738000P	MLB-BEA-MIA	MLB	Officially Licensed Team Logo and Colors. Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty. Heavy Duty Polyurethane strap with sports buckle. Scratch Resistant Mineral Crystal and Sunray dial. Strap Length: 7.8 in - 9.25 in		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756300712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756300712	49.95	49.95	1	
Oversized Silver Case with Pink Swarovski Crystal Watch	04416290000P	ELST33	Elgin	Ladies oversized silver case with pink swarovski crystal watch.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_844378812	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_844378812	29.99	79.99	1	Silver
Ladies Classic Dress Watch	04413308000P	T2M567	Timex	This classic ladies watch features a champagne oval shaped dial and brown genuine leather strap for a comfortable wear.	Water resistant construction	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_236327101	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_236327101	35.99	44.99	1	Brown
Ladies White Dial Two Tone Solar Expansion Watch SUP100	04434042000P	SUP100	Seiko	Seiko Solar. No battery change required and powered by all types of light. Solar cell with high performance electricity generation. Energy-efficient movement with long power reserve. This dress watch has a brushed and polished two-tone stainless steel case and expansion band with simple sizing clasp system. 30 meters water resistant.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1113971812	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1113971812	146.25	195	1	Multicolor
Men's Silver Tone with Black Dial Watch	04415275000P	43A103	Caravelle	In stainless steel with curved metalized crystal, patterned black dial, luminous hands and markers, second hand, secure double-pusher fold-over buckle with safety lock, and water resistance to 30 meters.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_671097901	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_671097901	87.99	109.99	1	Silver
Ladies Solar Gold Tone Stainless Steel  Black Dial Watch and Crystal Elements.	04416712000P	SUT090	Seiko	Seiko Solar. No battery change required and powered by all types of light. Solar cell with high performance electricity generation. Energy-efficient movement with long power reserve. This modern ladies dress watch has a gold-tone stainless steel case and bracelet, accenting a stunning black dial adorned with Swarovski crystals around the bezel. Date calendar. 30 meters water resistant.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_901479412	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_901479412	206.25	275	1	Yellow gold
Gladiator Denver Broncos	00662933000P	NFL-GLA-DEN	NFL	Officially Licensed team logo and colors, solid stainless steel bracelet and case back and Japan Quartz movement. Black ionic plated bracelet with a length of 8.2 inches. Water resistant to 3ATM (99 ft.) and comes with a limited lifetime warranty.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019449012	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019449012	149.95	149.95	1	Black
Men's Gold Tone Watch & Bracelet Set	026W006376407001P	FG9730STK	Elgin	Men's Gold Tone Watch & Bracelet Set		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_922543712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_922543712	39.99	99.99	0	Yellow gold
Ladies Pink Colored Leather Band with Silver Dial Watch	04415670000P	ZR34183	Relic	Ladies Pink Colored Leather Band with Silver Dial Watch		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_734524712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_734524712	51	85	1	Pink
ST LOUIS RAMS ROOKIE WHITE Sports watch	00652733000P	NFL-ROW-STL	NFL	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Younger ladies/girls. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756289212	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756289212	24.95	24.95	1	
Detroit Tigers Ladies Glitz Sports Watch	04436618000P	MLB-GLI-DET	MLB	Officially Licensed team logo and colors, Patent Leather Strap, Metal Case with 50 Crystal Stones, Stainless steel case back, crown and buckle, Japan Quartz Movement, Water Resistant to 3 ATM (99ft.), and a Limited Lifetime Warranty		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_192485301	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_192485301	29.95	29.95	1	
CHICAGO BLACKHAWKS ROOKIE WHITE SPORTS WATCH	00604986000P	NHL-ROW-CHI	NHL	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Younger ladies/girls. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756344412	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756344412	24.95	24.95	1	
DETROIT LIONS EXEC Sports Watch	00652591000P	NFL-EXE-DET	NFL	Officially Licensed Team Logo. All Stainless steel bracelet with Alloy case/Gold bezel. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty. Strap Length: 7.8 in - 9.25 in		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756277812	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756277812	79.95	79.95	1	
NEW ORLEANS SAINTS EXEC Sports Watch	00605157000P	NFL-EXE-NO	NFL	Officially Licensed Team Logo. All Stainless steel bracelet with Alloy case/Gold bezel. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty. Strap Length: 7.8 in - 9.25 in		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756278712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756278712	40.35	79.95	1	
Ladies Gold Plated with Mother of Pearl Dial Watch	04415256000P	75/3991MPGP	Armitron	Ladies  plated real gold, oval case, total 6 genuine crystals, mineral crystal, adjustable link bracelet with clasp & extender & total 24 genuine crystal accents, mop dial, 2 genuine crystals at 12 & gold pyramid markers at 3-6-9, sweep second hand 		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_670684901	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_670684901	48.74	64.99	1	
COLORADO AVALANCHE ROOKIE BLACK SPORTS WATCH	00652799000P	NHL-ROB-COL	NHL	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Young men/boys. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756342712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756342712	24.95	24.95	1	
Men&#8217;s Dark Gray with Orange Accents with Multifunction Dial Watch	04415679000P	20/4852ORDG	Armitron	Men’s ip plated dark gray stainless, textured 44mm case, orange alum crown, back & dial accents, mineral crystal, adjustable bracelet w/ 1 touch 2 btn fold over buckle w/ safety clasp, textured dark gray dial, day, date & 24hr sub dials, org & white indexes, inside minute track, black w/ grey luminous filling hands, white sweep, wr 165.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_738250412	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_738250412	77.99	129.99	1	Grey
Chicago Bears Ladies Glitz Sports Watch	04436582000P	NFL-GLI-CHI	NFL	Officially Licensed team logo and colors, Patent Leather Strap, Metal Case with 50 Crystal Stones, Stainless steel case back, crown and buckle, Japan Quartz Movement, Water Resistant to 3 ATM (99ft.), and a Limited Lifetime Warranty		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_192481701	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_192481701	29.95	29.95	1	
TEXAS TECH VETERAN SPORTS WATCH	00652814000P	COL-VET-TXT	COLLEGE	"Officially Licensed Team Logo and Colors. Nylon Strap with Velcro®. Strap fits wrist size 7.25""- 8.25"". Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756392712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756392712	26.95	26.95	1	
Women's Round Diamond Bezel Watch	04419898000P	96R164	Bulova	The Bulova women's 96R164 round diamond bezel watch is a beautiful timepiece with fabulous details. Featuring a mother-of-pearl analog dial, diamond-accented bezel and a silver stainless steel band, this watch is teeming with feminine style and grace.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_848158912	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_848158912	276.95	499	1	Silver
CLEVELAND INDIANS ROOKIE WHITE Sports watch	00653000000P	MLB-ROW-CLE	MLB	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Younger ladies/girls. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756312812	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756312812	24.95	24.95	1	
Men's Eco-Drive Stainless Steel Chronograph Strap	04415770000P	CA0331-05A	Citizen	Men's Eco-Drive Stainless Steel Chronograph Strap	1/5 second chronograph measures up to 60 minutes, 12/24 hour time	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_731538612	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_731538612	225	300	1	Black
DENVER NUGGETS ROOKIE BLACK Sports watch	00605128000P	NBA-ROB-DEN	NBA	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Young men/boys. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019426612	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1019426612	24.95	24.95	1	
Ironman Traditional 10-Lap	04419861000P	T5K608	Timex	Entry-level functionality with the quality, durability and tradition of Timex Ironman watches. Features include INDIGLO® Night-Light with Night-Mode, 100-Hour Chronograph with Lap and Split Times, 10-Lap Memory Recall and 99-Lap Counter.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_827516712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_827516712	27.38	42.99	1	Black
MINNESOTA TWINS ROOKIE BLACK Sports watch	00652970000P	MLB-ROB-MIN	MLB	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Young men/boys. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756310612	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756310612	24.95	24.95	1	
CLEVELAND BROWN ROOKIE WHITE Sports watch	00652504000P	NFL-ROW-CLE	NFL	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Younger ladies/girls. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756287112	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756287112	19.42	24.95	1	
Ladies' Black Leather Strap Watch w/ Black Round Dial and Crystal Accents	04416164000P	ELST24	Elgin	This beautiful Elgin Studio ladies' watch has a lovely black dial set in a gold-tone case, and black leather strap watch. This watch has a gold-tone bezel surrounded with clear colored Swarovski crystals. With bold gold-tone roman numbers at the 12, 2, 4, 6, 8, and 10 hour marks, and marker at the remaining hours. The dial is set off by a circle of clear Swarovski crystals making this watch one every women must have.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_827960212	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_827960212	29.99	79.99	1	Black
Indianapolis Colts Schedule Watch	04430187000P	NFL-SW-IND	Gametime	Pre-pogrammed with team schedule, *updateable each season by downloading from your PC; Scroll function to see upcoming games, locations, and start times. Cost to download schedule each year is $9.95		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_230274801	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_230274801	99.95	99.95	1	Black
UNIVERSITY OF GEORGIA ROOKIE BLACK SPORTS WATCH	00652806000P	COL-ROB-GEO	COLLEGE	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Young men/boys. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756366212	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756366212	24.95	24.95	1	
SACRAMENTO KINGS VETERAN Sports watch	00652428000P	NBA-VET-SAC	NBA	"Officially Licensed Team Logo and Colors. Nylon Strap with Velcro®. Strap fits wrist size 7.25""- 8.25"". Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756335612	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756335612	26.96	26.96	1	
Mens Fashion Watch with Black Ana-Digi Dial & Leather Link Band. Silvertone	04410806000P	US8083	U.S. Polo Assn.	"Some of today's best features are built into this versatile watch. Round black ana-digi dial in a silvertone case. Quarter hour minute indicators, second hand and luminious markers. ""Polo"" logo detail. Silvertone link band with leather insert. Fold over clip closure. Water resistant."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_220558701	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_220558701	26.24	34.99	1	Black
Ladies' Silver-Tone Bracelet Watch with Diamond Accents and Blue Mother Of Pearl Dial	04415502000P	15632	Laura Scott	Laura Scott ladies' silver-tone linked bracelet watch with diamond accents on the bezel and linked bracelet. Features a round stone blue mother of pearl dial, and silver-tone dot markers on each hour. Completing the look with silver-tone hands and sweep second hand.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_762875312	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_762875312	17.99	29.99	1	Silver
Mens Dress Watch with Round Diamond Gunmetal Dial and Gunmetal Link Band	04412617000P	ZR77150	Relic	Choose a classic and wear this dress watch confidently with everything you wear. Round inner textured gunmetal dial with silvertone 3-hand movement. Diamond and silvertone tick hour markers. Gunmetal link band. Water resistant to 165 ft.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_223823001	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_223823001	37.5	75	0	Grey
Ladies Stone Accent Dress Watch with TT Oval Case and Bangle Band	026W020234220001P	1039KMT	Jaclyn Smith	Truly special, this analog quartz dress watch brings elegant new meaning to keeping time. Oval stone accent two-tone case with logo detail dial, goldtone 3-hand movement and Arabic numbers at 12 and 6. Coordinating textured silvertone bangle band. Imported.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_245539201	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_245539201	23.99	24.99	0	Silver
1440 Sport Watch Online Only Exclusive&#45; 50&#37; off	026W013818230001P	T5G931 9J	Timex	Strap on this handsome sport watch for updated style and excellent timekeeping. Round chrome case with black calendar date digital display dial. 24-hour chronograph. Timer. Dual time zones. Water resistant to 50 meters. Complementary color fast wrap band.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_237597601	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_237597601	9.99	9.99	0	Orange
Men's Lumibrite Calendar Watch PS9323	04480272000P	PS9323	Pulsar	Men's Lumibrite Calendar Watch	Pulsar On the Go. A stylish timepiece, this Pulsar men’s watch is constructed with a strong stainless steel case and a silicone strap. A durable crystal protects the black dial, which features luminous hands and markers. Date calendar. 100 meters water resistant.	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1047635712	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1047635712	101.25	135	1	Black
OKLAHOMA ROOKIE WHITE SPORTS WATCH	00652352000P	COL-ROW-OK	COLLEGE	"Officially Licensed Team Logo and colors. Stainless steel case back. Nylon Strap with Velcro®. Strap fits wrist size 6.25""-7.75"". Designed for Younger ladies/girls. Japan quartz movement and Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756376512	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756376512	24.95	24.95	1	
Ladies Two Tone Solar Diamond Bezel Watch SUT072	04430460000P	SUT072	Seiko	Seiko Solar with diamonds. No battery change required and powered by all types of light. Solar cell with high performance electricity generation. Energy-efficient movement with long power reserve. This dress watch has a brushed and polished two-tone stainless steel case and bracelet with mother of pearl dial which creates an elegant finish. The timepiece is finished with 24 diamonds around the bezel and is constructed with a durable crystal that protects the dial. Date calendar. 100 meters water resistant.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1113970512	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1113970512	337.5	450	1	Multicolor
Ladies The Muppets Kermit Watch with Green Expansion Band	04415374000P	MPP051	Disney	Ladies The Muppets Kermit Watch with Green Expansion Band		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_733210112	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_733210112	12	20	0	Green
OAKLAND ATHLETICS BEAST Sports Watch	00652874000P	MLB-BEA-OAK	MLB	Officially Licensed Team Logo and Colors. Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty. Heavy Duty Polyurethane strap with sports buckle. Scratch Resistant Mineral Crystal and Sunray dial. Strap Length: 7.8 in - 9.25 in		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756301312	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756301312	49.95	49.95	1	
GEORGIA TECH VETERAN SPORTS WATCH	00605055000P	COL-VET-GT	COLLEGE	"Officially Licensed Team Logo and Colors. Nylon Strap with Velcro®. Strap fits wrist size 7.25""- 8.25"". Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty."		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756388612	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756388612	26.95	26.95	1	
VANCOUVER CANUCKS BEAST SPORTS WATCH	00652429000P	NHL-BEA-VAN	NHL	Officially Licensed Team Logo and Colors. Stainless steel case back with Japan quartz movement. Water resistant to 3 ATM (99 ft.). Limited lifetime warranty. Heavy Duty Polyurethane strap with sports buckle. Scratch Resistant Mineral Crystal and Sunray dial. Strap Length: 7.8 in - 9.25 in		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756339412	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_756339412	39.95	49.95	1	
Ladies Solar Silver Tone Stainless Steel  Chronograph White Dial Watch and Crystal Elements.	04416708000P	SSC893	Seiko	Seiko Le Grand Sport, Solar Chronograph. No battery change required and powered by all types of light. Solar cell with high performance electricity generation. Energy-efficient movement with long power reserve. This stunning timepiece in stainless steel has a chic mother of pearl dial featuring three chronograph subdials and subtle Roman numeral markers, protected by a sapphire crystal and decorated with a cabochon crown. 30 diamonds adorn the bezel. Chronograph measures up to 60 minutes in 1/5 second increments. Split time measurement. 100 meters water resistant.		http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_901439012	http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_901439012	309.85	575	1	Silver
